hotelName,cityName,stars,price,countryName,address
Legends Backpacker Lodge,Ezulwini,1,99999,Swaziland,Opposite Mantenga Craft Centre Mantenga Falls Road
Motel Carnarvon,Roma,3.5,99999,Australia,18 Northern (Injune) Road
Coverdales Bed & Breakfast,Eumundi,4.5,164,Australia,99-105 Jocelyn Drive
Lilyponds Holiday Park Mapleton,Mapleton (Queensland),3.5,30,Australia,26 Warruga Street
Montville Attic,Montville (Australia),3,164,Australia,146 Main Street
Montville Grove Cottages (Australia),Montville (Australia),4,277,Australia,318 Western Avenue
70 Noosa Parade,Noosa,4.5,354,Australia,70 Noosa Parade Noosa Heads
Accommodation Rimini by the River - Noosa,Noosa,4.5,118,Australia,7-15 Edward Street
Adelong Court,Caloundra,3,99999,Australia,12 Adelong Crescent Buddina
Alex Beach House,Alexandra Headland,4,824,Australia,23 Juan Street
Banyandah Towers Resort Maroochydore,Maroochydore,3.5,99999,Australia,150 Duporth Avenue
Bluewater Point Apartments,Caloundra,4,179,Australia,11-13 Nicklin Way Minyama
Caribbean Resort Mooloolaba,Mooloolaba,3,115,Australia,17-19 Brisbane Road
Catalina Resort Maroochydore,Maroochydore,4,103,Australia,47 Sixth Avenue
Coolum Motel,Coolum Beach,3,69,Australia,1862 David Low Way (corner off Ann St)
Cove Point Private Holiday Apartment,Noosa,4.5,228,Australia,18 Park Road Noosa Heads
Nirvana Luxor Boutique Resort & Retreat Coolum Beach,Coolum Beach,4,99999,Australia,Corner David Low Way & Tanah Street East
Noosa Springs Resort,Noosa,4,162,Australia,Links Drive Noosa Heads
Noosa Sun Motel & Holiday Apartments,Noosa,3,108,Australia,131 Gympie Terrace
Seacove Resort,Coolum Beach,4,89,Australia,1890 David Low Way
Seafarer Chase Holiday Apartments Caloundra,Caloundra,3.5,81,Australia,41 Canberra Terrace
South Pacific Resort Noosa,Noosa,4.5,157,Australia,179 Weyba Road Noosaville
Sun Lagoon Resort Noosa,Noosa,3.5,117,Australia,1 Quamby Place Noosa Heads
Surf Dance,Coolum Beach,3.5,90,Australia,29-33 Coolum Terrace
Tea Trees Private Holiday Apartment,Noosa,3.5,148,Australia,1 Mitti Street Noosa Heads
The Mirage Alexandra Headland,Alexandra Headland,4,169,Australia,6 Mari Street
Tingirana Apartments Noosa,Noosa,5,99999,Australia,25 Hastings Street
Sala de Payogasta,Cachi (Salta),3,78,Argentina,Ruta Nacional N°40 Km 4510
Parana,Asuncion,3,99999,Paraguay,25 de Mayo Esq Caballero
Posada Del Cielo,Asuncion,3,99999,Paraguay,Del Maestro 1416 y Dr. Morra
Bourbon Cataratas Convention Resort,Foz do Iguacu,5,209,Brazil,Rodovia Das Cataratas Km 2 5
Casa Yaguarete B&B Puerto Iguazu,Puerto Iguazu,1,76,Argentina,Avenida Posadas y El Dorado - Zona de Granjas
Complejo Supara Cataratas Bungalows Puerto Iguazu,Puerto Iguazu,3,99999,Argentina,Palo Rosa S / N Ribera del Paraná
Complejo Turistico Americano,Puerto Iguazu,3,99999,Argentina,Ruta 12 Km 5
Hotel Cataratas,Puerto Iguazu,5,97,Argentina,Ruta 12 Km 4
Hotel Foz do Iguacu,Foz do Iguacu,3,88,Brazil,Avenida Brasil 97
Hotel Villa Canoas,Foz do Iguacu,2,46,Brazil,Avenida Republica Argentina 926
Iguassu Express Hotel,Foz do Iguacu,3,48,Brazil,Av. Das Cataratas 2500
Kacique Salvatti,Foz do Iguacu,3,99999,Brazil,Rua Martins Pena 269
Mabu Thermas & Resorts,Foz do Iguacu,4,186,Brazil,Av. das Cataratas 3175
Marica B&B,Foz do Iguacu,2,63,Brazil,Rua Gregorio Dotto 118
Passaros Suite Hotel Puerto Iguazu,Puerto Iguazu,3,85,Argentina,Tareferos y Caraguatá
San Rafael Hotel,Foz do Iguacu,3,57,Brazil,Almirante Barroso 1660 Centro
Fast Sleep Guarulhos,Sao Jose dos Pinhais,3,99999,Brazil,Av Rocha Pombo s/n SL31 2 Aeroporto Internacional Afonso Pena
Nikko Hotel Curitiba,Curitiba,4,75,Brazil,Rua Barao do Rio Branco 546
San Juan Charm Curitiba,Curitiba,4,128,Brazil,Rua Barao Branco 354
A Lala Lodge Centurion,Centurion,4,81,South Africa,196 Edinburgh Road Clubview
Aandbloem Guest House,Centurion,4,75,South Africa,44 Janet Road
Constantia Manor Guest House Pretoria,Pretoria,4,65,South Africa,521 General Louis Botha Avenue Constantia Park
Holiday Inn Express Pretoria Sunnypark,Pretoria,3,70,South Africa,Corner Jeppe Street and Trevenna Street Sunnyside
Lapalosa Lodge Centurion,Centurion,4,99999,South Africa,248A Glover Avenue
Lombardy Boutique Hotel & Conference Centre,Pretoria,5,118,South Africa,Plot No 4 Lynnwood Road Tweefontein
Sekelbos Guesthouse Centurion,Centurion,3,99999,South Africa,1 Sekelbos Street Eldoraigne
Thats It Guest Home,Pretoria,3,87,South Africa,5 Brecher Street Clydesdale
Protea Hotel Highveld,Witbank,4,127,South Africa,Financial Square cnr. Mandela Drive & Woltemade St
Emnotweni Sun,Nelspruit,3.5,99999,South Africa,15 Government Boulevard Riverside Park Ext.1
Loeries Call Guest House,Nelspruit,5,90,South Africa,2 Du Preez Street
Peebles Country Retreat,Dullstroom,5,143,South Africa,Bosman Street
Belvedere-On-River,Malelane,3,57,South Africa,772 Groot Jagarend Street
Du Bois Lodge,Marloth Park,3,51,South Africa,4604 Eland Street
Orchards Farm Cottages Komatipoort,Komatipoort,3,82,South Africa,Portion 32 of Farm Lebombo JU 186
Perrys Bridge Hollow,Hazyview,4,93,South Africa,R40 Main Road
Somersvreugde Guesthouse,White River,4,48,South Africa,13a Maluti Street Parkville
Longitude 131 Lodge,Yulara,5,1676,Australia,Yulara Drive
Australiana Top Tourist Park Hervey Bay,Hervey Bay,4.5,77,Australia,295 Boat Harbour Drive
Lisianna Apartments Hervey Bay,Hervey Bay,3,94,Australia,338 Esplanade Scarness
Maryborough Motel and Conference Centre,Maryborough,3,88,Australia,298 Walker Street
Palace Backpackers,Hervey Bay,3,24,Australia,184 Torquay Road Scarness
White Crest Luxury Apartments,Hervey Bay,4,112,Australia,397 Esplanade
Debbies Place,Rainbow Beach,4,101,Australia,30 Kurana Stree
Dolphin Waters Apartment Tin Can Bay,Tin Can Bay,4,99999,Australia,40-41 The Esplanade
Altos de la Vina,San Salvador de Jujuy,4,130,Argentina,Av.Pasquini Lopez 50
Gran Hotel Presidente,Salta,4,81,Argentina,Av Belgrano 353 (A4400 Awb)
Hotel Salta,Salta,4,94,Argentina,Buenos Aires 1
Munay Salta,Salta,2,54,Argentina,San Martín 656
Rincon del Valle,San Salvador de Jujuy,2,70,Argentina,Nahuel Huapi 558
Camelthorn Kalahari Lodge Mariental,Mariental,3,128,Namibia,Intu Afrika Kalahari Game Reserve District road D1268
Peermont Mondior Gaborone,Gaborone,4,201,Botswana,Corner Mobuto And Maratadiba D The Village
Earthsong Lodge Mookgophong,Mookgophong,5,99999,South Africa,Vosbal Farm Marken Road
Mutapa Hotel & Resorts,Mokopane,4,137,South Africa,Farm 809 Delagoa Marken Rd
Ezulwini Game Lodge,Hoedspruit,4,99999,South Africa,Ezulwini Game Lodges Balule Nature Reserve
Mohlabetsi Safari Lodge,Hoedspruit,4,520,South Africa,Balule Nature Reserve
Shiduli Private Game Lodge Hoedspruit,Hoedspruit,4,303,South Africa,Karongwe Game Reserve Road 36
Shumbalala Game Lodge Hoedspruit,Hoedspruit,5,1782,South Africa,Thornybush Game Reserve
Alexandra Apartments,Bundaberg,4,126,Australia,124 Dr Mays Road
Country Comfort Bundaberg,Bundaberg,4,103,Australia,73 Takalvan Street
Don Pancho Beach Resort,Bargara,3.5,99999,Australia,58-62 Miller Street
Hotel Terrado Suites Antofagasta,Antofagasta,4,179,Chile,Baquedano 015
Casa De Piedra,Purmamarca,3,113,Argentina,Pantaleon Cruz 6
Waira Hostel,Tilcara,1.5,61,Argentina,Padilla 596
Concepcion Palace Hotel,Concepcion (Paraguay),3,99999,Paraguay,Mariscal Lopez 399 esq. Eugenio A. Garay
Hotel Lago das Pedras,Apucarana,4,76,Brazil,Br 369 Km 197
Ibis Maringa,Maringa,3,99999,Brazil,Avenida Quinze de Novembro 129
3Dogs Hostel,Sao Paulo,2,19,Brazil,Rua Cel. Artur Godói 51
Bristol Multy QI Ibirapuera,Sao Paulo,3,99999,Brazil,Avenida Ibijaú 364 - Moema
Caesar Park/Caesar Business Sao Paulo International Airport,Guarulhos,4,134,Brazil,Rodovia Helio Smith S/N
Estanplaza Funchal - Faria Lima,Sao Paulo,4,119,Brazil,Rua Funchal 281
Golden Tulip Paulista Plaza,Sao Paulo,4,174,Brazil,Alameda Santos 85 Jardins
Hotel Avenida Palace,Santos,3,99999,Brazil,Av. Presidente Wilson 10
Ibis Santos,Santos,1.5,99999,Brazil,Washington Luiz 565 Torre II Boqueirao Santos
Landmark Residence,Sao Paulo,4,128,Brazil,Alameda Jaú 1607
LOpera Hotel,Sao Paulo,4,97,Brazil,Av. Pedroso de Moraes 323 Pinheiros
Luz Plaza,Sao Paulo,4,113,Brazil,Rua Prates 145
Matiz Manhattan,Sao Paulo,4,115,Brazil,Rua Haddock Lobo 867
Mercure Apartments Guarulhos Aeroporto,Guarulhos,3,96,Brazil,Rua Barao de Maua 450 Centro
Mercure Hotel Bienal Sao Paulo,Sao Paulo,3,89,Brazil,Rua Salto 70
Mercure Hotel Pinheiros Sao Paulo,Sao Paulo,3,82,Brazil,Rua Capote Valente 500
San Michel Hotel,Sao Paulo,3,89,Brazil,Largo do Arouche 200
Terra Nobre Plaza Hotel,Sao Paulo,3,59,Brazil,Rua Barão De Campinas 146
Zen Residence,Sao Paulo,1.5,99999,Brazil,Rua Badia Kappaz Sabbag 59C - Chácara Flora Santo Amaro
Aloha Surf Camp,Ubatuba,1,43,Brazil,Rua Trinta e Sete 67
Hotel Pousada Ancoradouro,Ubatuba,3,108,Brazil,Estrada Caragua-Ubatuba Km 56
Hotel Pousada Vitoria Caragua,Caraguatatuba,1,59,Brazil,Avenida Presidente Castelo Branco 129
Novotel Sao Jose Dos Campos,Sao Jose dos Campos,4,86,Brazil,Avenida Dr Nelson D Avila 2200
Pousada Aporan,Ilhabela,2,70,Brazil,Rua Jacob Eduardo Toedtli 218 - Itaquanduba
Pousada Cavalo Marinho Ubatuba,Ubatuba,2,82,Brazil,Rua Guarani 757
Pousada Marazul Ubatuba,Ubatuba,3,76,Brazil,Rua José de Alencar 160 - Praia do Itaguá
Pousada Rafimar,Sao Sebastiao,2.5,81,Brazil,Av. Cel. José Vicente De Faria Lima 71
Agua Viva Pousada,Paraty,2.5,76,Brazil,Rua José Vieira Ramos 13
Misti Chill Paraty Hostel & Pousada,Paraty,3,71,Brazil,Rua Orlando Carpinelli 3 - Praia do Pontal
Pousada Aguas de Paratii,Paraty,4,300,Brazil,R. Aguas de Paratii 8
Pousada Aurora Hotel Paraty,Paraty,2.5,92,Brazil,Rua Tangara 8
Pousada Casablanca,Ilha Grande,2,77,Brazil,Rua da Praia 719 - Jardins Buganville
Pousada do Cais,Paraty,2,136,Brazil,Rua da Matriz 20
Pousada Naus de Paraty,Paraty,2.5,87,Brazil,Rua das Acácias 24 - Caborê
Pousada Solsticio De Verao Paraty,Paraty,2,109,Brazil,Rua da Cachoeira s/n° Vila de Trindade
Pousada Talismã,Paraty,3,63,Brazil,Rua José Vieira Ramos 7
Pousada Vistamar,Paraty,1,76,Brazil,Av. Jabaquara 103
Villa Del Sol,Rio de Janeiro,4,181,Brazil,Estrado Do Pontal 7100
The Outpost Hotel Kruger National Park,Kruger National Park,4,537,South Africa,Makuleke Region
Casa Do Capitao Hotel Inhambane,Inhambane,4,99999,Mozambique,Avenida Maguiguane Balane 1
Bayview Tower,Yeppoon,3.5,224,Australia,4 Adelaide Street
Comfort Inn Rockhampton,Rockhampton,3.5,136,Australia,Cnr Albert & Alma Street
Leichhardt Hotel Rockhampton,Rockhampton,4,133,Australia,Corner Bolsover and Denham Streets
Rockhampton Plaza Hotel,Rockhampton,3.5,147,Australia,161-167 George Street
Quest Apartments Gladstone,Gladstone,4,204,Australia,39-43 Bramston Street
Geotel Apart Calama,Calama,2,99999,Chile,2273 Cobija
Rancho Quitapenas,San Pedro de Atacama,1,148,Chile,Callejon Vaca Con Callejon Chañaral Parcela 57a Sequitor
Hosteria de Iruya,Iruya,3,99999,Argentina,Av. San Martin
Hotel Natural,Brotas,2,106,Brazil,Av. Lorival J. Silva Braga - 1750
Hotel Dan Inn Anhanguera Campinas,Campinas,4,76,Brazil,Rua Benjamin Franklin 582
Premium Norte Hotel,Campinas,3,99999,Brazil,Rua Novotel n 931
Quality Anaca Hotel,Sao Carlos,3,131,Brazil,Avenida Sao Carlos 2690 Cent
Kuriuwa Hotel,Camanducaia,4,328,Brazil,Rua do Bosque 309
Pousada Palos Verdes Camanducaia,Camanducaia,4,99999,Brazil,Av Sol Nascente 960 - Monte Verde
Pousada Pompeia,Socorro (Brazil),2.5,92,Brazil,Estrada Municipal da Pompeia 1188
Hollywood Palace Hotel,Aparecida,3,94,Brazil,Rua Joao Alves 112
Hotel Dias,Pouso Alegre,3,45,Brazil,Rua Adolfo Olinto 184
Hotel Santo Graal,Aparecida,3,120,Brazil,Avenida Getúlio Vargas 511
Pousada 3 Pinheiros,Campos do Jordao,2.5,106,Brazil,Rua Das Margaridas 460
Pousada Alto da Boa Vista,Campos do Jordao,3.5,225,Brazil,Rua das Hortênsias 605
Pousada Vilaregio De Campos,Campos do Jordao,1,108,Brazil,Alameda Topazio S/N
Refugio Comodo,Campos do Jordao,1,123,Brazil,Rua Delta 95
Vale Do Lajeado Chales,Campos do Jordao,2,104,Brazil,Rua Simplicio Ribeiro de Toledo Neto 655
Melia Angra Marina,Angra dos Reis,4,345,Brazil,Rodovia Mario Covas (BR 101) km 488
Pousada Praia da Ribeira Clube Angra dos Reis,Angra dos Reis,1,99999,Brazil,R. Del Rey n. 03 Praia da Ribeira
A Catedral Bed & Breakfast Petropolis,Petropolis,2.5,81,Brazil,Rua Ipiranga 439 - Centro e Arredores
BEST WESTERN PLUS Sol Ipanema Hotel,Rio de Janeiro,4,303,Brazil,Av Vieira Souto 320 - Ipanema
Bomtempo Resort,Petropolis,5,353,Brazil,Estrada da Cachoeira 400
Caesar Park Ipanema Hotel,Rio de Janeiro,5,377,Brazil,Av. Vieira Souto 460
Casa Amarelo by Robert le Heros,Rio de Janeiro,4,204,Brazil,Rua Joaquim Murtinho 569 - Santa Teresa
Champanhe Hotel Rio de Janeiro,Rio de Janeiro,1,53,Brazil,Rua do Senado 274
Copa Hostel,Rio de Janeiro,2.5,37,Brazil,Av. Nossa Senhora de Copacabana 1077 - Copacabana
Copacabana Palace by Orient-Express,Rio de Janeiro,5,375,Brazil,Avenida Atlantica 1702
Diamond Motel Rio de Janeiro,Rio de Janeiro,3,99999,Brazil,Rua da Gloria 46
Gloria Hotel Rio de Janeiro,Rio de Janeiro,5,99999,Brazil,Rua Do Russel 632
Golden Tulip Regente,Rio de Janeiro,4,161,Brazil,Avenida Atlantica 3716 Copacabana
Leblon Flat Service,Rio de Janeiro,4,99999,Brazil,R. Prof. Antônio Maria Teixeira 33
Pousada Favela Cantagalo Rio de Janeiro,Rio de Janeiro,1,69,Brazil,Rua Saint Roman 200
Windsor Plaza Copacabana Hotel,Rio de Janeiro,4,219,Brazil,Ave. Princesa Isabel 263 Copacabana
Caribe Park Hotel,Cabo Frio,3,92,Brazil,Av. do Contorno 186 - Algodoal
Estalagem do Porto,Arraial do Cabo,3,49,Brazil,Rua Santa Cruz 12
Hotel Pousada Do Canal,Cabo Frio,3,76,Brazil,Rua Maria Rita Novelino 304
Porto Forte Pousada,Cabo Frio,1,71,Brazil,Rua Professor Miguel Coulto 192 - Centro
Pousada Cambuca de Cabo Frio,Cabo Frio,2,119,Brazil,Rua Florismundo Batista Machado 1
Pousada Nau Capitania,Cabo Frio,2,99999,Brazil,Rua Da Restinga 1967
Pousada Portoveleiro,Cabo Frio,3,99999,Brazil,Av. dos Espadartes 129
Pousada Recanto das Tartarugas,Araruama,2,99999,Brazil,Rua Nilo Peçanha 30
Tortuga Hostel,Cabo Frio,1,70,Brazil,Rua Goias 266
Abracadabra Pousada,Buzios,3,154,Brazil,Alto do Humaitá 13
Buzios Beach Hostel,Buzios,1,81,Brazil,Rua dos Gravatas Numero 89
Colonna Park,Buzios,4,125,Brazil,Praia de João Fernandes
Coronado Beach Hotel,Buzios,3,99999,Brazil,Praia Joao Fernandez Lotes 14 15 E 16 Quadra B
Pousada Bella Geriba Buzios,Buzios,2,70,Brazil,Rua Vieira Cámara 9
Pousada Calmaria Buzios,Buzios,3,60,Brazil,Rua Tres Marias 35
Pousada Santa Fe,Buzios,3,89,Brazil,Praça Santos Dumont 300
Pousada Sonho Verde,Rio das Ostras,2,99999,Brazil,Rua Carlos Alberto de Carvalho 73 - Costazul
Residencia Vila Magiosa Buzios,Buzios,2,59,Brazil,Rua Ipe 22
Swakopmund Hotel,Swakopmund,4,256,Namibia,NR 2 BAHNHOFSTRASSE
Oure Hotel,Ile des Pins,3,367,New Caledonia,Kanumera Bay Isle Of Pines
Muri Beach Hideaway,Rarotonga,4,99999,Cook Islands,PO Box 3092
Paradise Inn Rarotonga,Rarotonga,2,47,Cook Islands,Avarua Town
Marrua Hotel,Bonito,4,100,Brazil,Rua Joana Sorta 1173
Pousada Remanso Bonito,Bonito,3,86,Brazil,Rua Coronel Pilád Rebuá 1515 - Centro
Flat Bassano Vaccarini,Ribeirao Preto,4,99999,Brazil,Rua Barão do Amazonas 788
Pousada Praia do Sol,Pocos de Caldas,1,43,Brazil,Av. João Pinheiro 6.901
Pousada Aguas de Caxambu,Caxambu,1,69,Brazil,Rua Major Penha 204
Pousada do O,Tiradentes,2,99999,Brazil,Rua do Chafariz 25 - Centro
Pousada Ouro de Minas,Tiradentes,2,91,Brazil,Rua João Andrade Gomes 17
Victory Business Hotel,Juiz de Fora,4,136,Brazil,Av Independencia 1850 Sao Mateus
Blue Beach Hotel la Reunion,Saint-Paul (Reunion),3,132,Reunion,40 Avenue de la Mer Les Filaos Saint-Gilles-Les-Bains
Hotel Les Geraniums,Le Tampon,2,159,Reunion,RN 3 - PK 24 - Bourg Murat
Comfort Resort Blue Pacific,Mackay,4,176,Australia,26 Bourke Street Blacks Beach
Mackay Resort Motel,Mackay,4,132,Australia,154 Nebo Rd QLD 4741
Hotel Arenas Blancas,Iquique,1,99999,Chile,Av. Playa Brava 3212
Hotel Terrado Club,Iquique,4,150,Chile,Avenida Aeropuerto 2873
Bahamas Apart Hotel,Campo Grande,4,99999,Brazil,Rua Jose Antonio 1117
Hotel Concord Campo Grande,Campo Grande,3,60,Brazil,Avenida Calogeras 1624 - Centro
Shelton Inn Barretos,Barretos,4,102,Brazil,Praça Francisco Barreto 260
Hotel Solar Das Lajes,Ouro Preto,4,138,Brazil,Rua Conselheiro Quintiliano Ramos 604
Hotel Capital,Vitoria,2,54,Brazil,Rua Dona Maria Rosa 425
Pousada Recanto Setiba,Guarapari,2,65,Brazil,Rua Esmeralda s/n
Dinarobin Hotel Golf & Spa,Le Morne,5,360,Mauritius,Le Morne Peninsula
Heron Villas,Mont Choisy,3,96,Mauritius,Coastal Road
Hibiscus Beach Resort & Spa,Grand Baie,3,121,Mauritius,Royal Road Pereybere
Le Coco Beach,Belle Mare,3,320,Mauritius,Coastal Road
Le Meridien Ile Maurice,Pointe aux Piments,4,220,Mauritius,Village Hall Lane
Legends Hotel Grand Gaube,Grand Gaube,5,143,Mauritius,Pointe Rejane
Pearle Beach Resort & Spa,Flic en Flac,3,161,Mauritius,Wolmar
Roches Noires Residences,Roches Noires,4,171,Mauritius,Costal Road
Tamassa Hotel,Bel Ombre,4,155,Mauritius,Coastal Road
The Bay Hotel Black River,Black River,3,236,Mauritius,Avenue des Cocotiers La Preneuse
Villa Mauritius Flic en Flac,Flic en Flac,5,99999,Mauritius,Flic en Flac
Airlie Central Apartments,Airlie Beach,4,128,Australia,14 Waterson Way
Downtown Airlie,Airlie Beach,2,108,Australia,346 Shute Harbour Road
Hamilton Island Villas,Hamilton Island,4,99999,Australia,Casuarina 10
Koala Adventure Island Resort South Molle Island,South Molle Island,3,100,Australia,South Molle Island
Skiathos Hamilton Island Villas,Hamilton Island,4,455,Australia,Acacia Avenue
Hostal Cruz de Popayan Sucre,Sucre,2,19,Bolivia,Calle Loa 881 esq. calle Colón
Hotel Monasterio,Sucre,4,49,Bolivia,Calvo N°140
Hotel Real Audiencia Sucre,Sucre,4,99999,Bolivia,Potosi Street #142
Bristol Merit Hotel Belo Horizonte,Belo Horizonte,4,135,Brazil,Rua Dos Tamoios 341
Liberty Palace Hotel,Belo Horizonte,3,220,Brazil,Rua Paraiba 1465
Pousada Santuario,Caeté,3,99999,Brazil,Rodovia Mg 435 - Km 7 S/N
Premium Executive Hotel,Itabira,4,94,Brazil,Avenida Ver. Osório Sampaio 45
Promenade Pancetti,Belo Horizonte,3,133,Brazil,Rua Pernambuco 1045 - Savassi
San Diego Belo Horizonte,Belo Horizonte,4,120,Brazil,Av. Alvares Cabral 1181
Belle Residence Hotel,Ipatinga,2,99999,Brazil,Rua Jequitiba 763
Terrace Bay Camp,Etosha,2,99999,Namibia,C34 Skeleton Coast Hwy Terrace Bay
Okaukuejo Resort,Etosha,3,99999,Namibia,Western Park Entrance Etosha National Park
Rainbow Sikumi Tree Lodge Hotel,Hwange,3,377,Zimbabwe,Bordering Hwange National Park
Cape Bay Beach Resort,Grand Baie,3.5,99999,Mauritius,The Coastal Road
Kuxville Beach Cottages Cap Malheureux,Cap Malheureux,3,65,Mauritius,Royal Road
Waters Edge The Strand,Townsville,4,99999,Australia,63 The Strand North Ward
Coral Cove Apartments,Bowen,4.5,267,Australia,2B Horseshoe Bay Road PO Box 1423
Maina Sunset,Aitutaki,2,99999,Cook Islands,PO Box 373
Hotel Casa Beltran,Arica,3,118,Chile,Rafael Sotomayor 266
Matiz Uberlandia,Uberlandia,4,99999,Brazil,Ruas Goias 50 Centro
Hotel Brajas,Antananarivo,3,58,Madagascar,Lot II F 5 Ambondrona - 74 rue
Radama Hotel Antananarivo,Antananarivo,3,34,Madagascar,22 Avenue Général Ramanantsoa Isoraka
Kimberley Hotel Halls Creek,Halls Creek,3,169,Australia,9 Roberta Avenue
InterContinental Fiji Golf Resort & Spa,Natadola,5,320,Fiji,Natadola Beach Natadola Fiji Islands
Wellesley Resort Fiji,Korolevu,4,60,Fiji,Namaqumaqua Road PO Box 104
Fare Suisse Tahiti,Tahiti,3,99999,French Polynesia,Rue des poilus tahitiens Quartier Buillard Paofai 98713 Papeete
Regina Hotel Cochabamba,Cochabamba,5,43,Bolivia,Reza Street 359
Chobe Marina Lodge,Kasane,3,752,Botswana,Private Bag K88
The Kingdom Hotel Victoria Falls,Victoria Falls,4,178,Zimbabwe,1 Mallett Drive
Kooljaman at Cape Leveque Cabins Broome,Broome,3,99999,Australia,PMB 8 Cape Leveque
Ochre Moon Bed & Breakfast Broome,Broome,4,99999,Australia,13 Godwit Crescent Broome WA 6725
Pinctada Cable Beach,Broome,5,180,Australia,10 Murray Street
Pinctada McAlpine House,Broome,4.5,138,Australia,55 Herbert Street
Foxwell Park,Peeramon,3.5,99999,Australia,336 Foxwell Rd
Tablelands Motor Inn,Atherton,3,99999,Australia,2-4 Kennedy Highway Tolga
Wongalinga Apartments Mission Beach,Mission Beach,4.5,99999,Australia,64 Reid Road
JetSet Accommodation,Nadi,3,65,Fiji,Palm Road New Town Wailoaloa
Beachcomber Inter-Continental Resort Bora Bora,Bora Bora,4,99999,French Polynesia,Pointe Matira
Bora Bora Beach Resort,Bora Bora,3,99999,French Polynesia,BP 174 Bora Bora
Hotel Matira,Bora Bora,4.5,99999,French Polynesia,Matira Point
Raiatea Lodge Hotel,Raiatea,3,99999,French Polynesia,P.O. Box 680 Uturoa
Amazing Home Hostel,Arequipa,2,20,Peru,Plaza Campo Redondo 100 San Lazaro Cercado
Arequipa Inn,Arequipa,3,31,Peru,Rivero No. 412
Casa Arequipa,Arequipa,3,89,Peru,Av. Lima 409 Vallecito
Hotel Mamatila,Arequipa,3,35,Peru,Calle Rivero 611 / Pasaje Veliz 202
La Posada del Puente,Arequipa,3,99999,Peru,Esq. Puente Grau/Av. Bolognesi 101
Boutique Eco Resort & Spa Allkamari,Palca,2.5,23,Bolivia,Calle 5 S/N Koani
El Dorado Hotel La Paz,La Paz,3,36,Bolivia,Av. Villazon S/N
Hotel Rio Selva Yungas,Coroico,5,56,Bolivia,Huarinilla Nor Yungas
Goiania Palace Hotel,Goiania,2,45,Brazil,A. Anhanguera 5195
Arraial Candeia Hotel,Porto Seguro,3,57,Brazil,Al. Flamboyants 92 Arraial d Ajuda
Hotel Fazenda Cala & Divino,Trancoso,4,381,Brazil,Estrada Trancoso/Caraíva Km 22
Pousada Bahiamar Porto Seguro,Porto Seguro,2,32,Brazil,Rua Carlos Alberto Parracho 22
Pousada Coqueiros,Porto Seguro,3,100,Brazil,Alameda Dos Flamboyants 55
Pousada O Jardim das Margaridas Trancoso,Trancoso,2,92,Brazil,Rua Jovelino Vieira 230
Praia Mar Hotel,Porto Seguro,3,49,Brazil,Avenida dos Navegantes 523 - Centro
Resort Costa Brasilis,Porto Seguro,5,95,Brazil,Avenida Beira Mar 2000 Santo Andre Bahia
Sunshine Praia Hotel,Porto Seguro,4,77,Brazil,Av Beira Mar 1200
Trancoso Jungle Lodge,Trancoso,1.5,119,Brazil,Rua do Telegrafo 14
Xurupita Holiday Resort Porto Seguro,Porto Seguro,4,160,Brazil,Rua B 25 Taperapuan
63 Murphy Street Private House Port Douglas,Port Douglas,5,1115,Australia,63 Murphy Street
Best Western Plus Cairns Central Apartments,Cairns,4.5,127,Australia,58-62 McLeod St.
Cairns Holiday Park,Cairns,4,75,Australia,12-30 Little St
Daintree Eco Lodge & Spa,Daintree,4,544,Australia,20 Daintree Road
Daintree Escape,Daintree,4,99999,Australia,17 Stewart Street
Daintree Riverview Lodges & Camp Ground,Daintree,3,101,Australia,2 Stewart Street
Global Backpackers Central,Cairns,4,13,Australia,9b Shields St
Holiday Inn Cairns,Cairns,4,109,Australia,121-123 The Esplanade & Florence Street PO Box 121
Il Palazzo Boutique Apartments Hotel,Cairns,4,88,Australia,62 Abbott Street
Jack & Newell Cairns Luxury Apartments,Cairns,4,207,Australia,27-29 Wharf Street
Mandalay & Shalimar Luxury Beachfront Apartments,Port Douglas,5,200,Australia,Corner Garrick & Beryl Streets
Mantra On The Inlet,Port Douglas,4,95,Australia,Corner of Macrossan & Wharf Streets
Melaleuca Resort Palm Cove,Cairns,4,128,Australia,85-93 Williams Esplanade Palm Cove
Meridian Port Douglas,Port Douglas,4,81,Australia,15-17 Davidson Street
Palms at Trinity Holiday Apartments Cairns,Cairns,3,82,Australia,83-85 Moore Street Trinity Beach
Paradise Palms Resort Cairns,Cairns,4,87,Australia,Paradise Palms Drive
Port Douglas Retreat,Port Douglas,3,81,Australia,31-33 Mowbray Street
Reef Palms,Cairns,3,77,Australia,41-47 Digger Street
Rydges Tradewinds Cairns,Cairns,4,86,Australia,137 The Esplanade
The York Beachfront Holiday Apartments,Cairns,4,137,Australia,61-63 Sims Esplanade Yorkeys Knob
Titree Resort Holiday Apartments,Port Douglas,3,87,Australia,1-5 Barrier Street
Villa Paradiso Beachfront Apartments Cairns,Cairns,4,110,Australia,111-113 Williams Esplanade Palm Cove
Savusavu Hot Springs Hotel,Savusavu,2,25,Fiji,Savusavu
